en,notes,length (ignore),de,it,es
Elite Janissary,,15,Elite-Janitschar,Giannizzero d'élite,Jenízaro de Élite
Elite Longboats,,15,Elite-Drachenboote,Barcacce d'élite,Barcos Dragón de Élite
Elite Mamelukes,,15,Elite-Mamelucken,Mamelucchi d'élite,Mamelucos de Élite
Elite Mangudais,,15,Elite-Mangudais,Mangudai d'élite,Mangudais de Élite
Elite Organ Gun,,15,Elite-Orgelkanone,Organo d'élite,Cañón de Salvas de Élite
Elite War Wagon,,15,Elite-Kriegswagen,Carro da guerra d'élite,Carreta de Guerra de Élite
Fast Fire Ships,,15,Schnelle Feuer-Triremen,Navi incendiarie veloci,Brulotes Rápidos
Fortified Walls,,15,Befestigten Wällen,Mura fortificate,Murallas Fortificadas
Gathering speed,,15,Sammelgeschwindigkeit,Velocità di raccolta,Velocidad de recogida
Gunpowder units,,15,Schießpulver-Einheiten,Unità con polvere da sparo,Unidades de Pólvora
Hand Cannoneers,,15,Leichte Kanoniere,Cannonieri,Artilleros Manuales
Heavy Scorpions,,15,Schwere Skorpione,Balestre pesanti,Escorpiones Pesados
Herbal Medicine,,15,Kräutermedizin,Erbe medicinali,Hierbas Medicinales
Imperial Camels,,15,Imperiale Kamelreiter,Cammelli imperiali,Camellos Imperiales
in Imperial Age,,15,in der Imperialzeit,nell'età imperiale,en la Edad Imperial
Jaguar Warriors,,15,Jaguarkrieger,Guerrieri giaguaro,Guerreros Jaguar
Light Cavalries,,15,Leichte Kavallerie,Cavalleria leggera,Caballerías Ligeras
Maghrabi Camels,,15,Maghrabi-Kamele,Cammelli maghrabi,Dromedarios Magrebíes
Manipur Cavalry,,15,Manipur-Kavallerie,Cavalleria manipur,Caballería Manipur
Obsidian Arrows,,15,Obsidianpfeile,Frecce d'ossidiana,Saeta de Obsidiana
ranged Infantry,,15,Infanterie mit Reichweite,fanteria a distanza,Infantería con alcance
Scout Cavalries,,15,Berittene Späher,Esploratori a cavallo,Caballerías de Exploración
Shotel Warriors,,15,Shotelkrieger,Guerrieri con shotel,Shotelai
Siege Engineers,,15,Belagerungsingenieure,Genieri d'assedio,Ingenieros de Asedio
Siege Workshops,,15,Waffenschmieden,Laboratori d'assedio,Talleres de Maquinaria de Asedio
Teutonic Knight,,15,Deutschritter,Cavaliere teutonico,Caballero de la Orden Teutónica
Throwing Axeman,,15,Axtwerfer,Lanciatore di ascia,Lanzador de Hachas
Throwing Axemen,,15,Axtwerfer,Lanciatori d'ascia,Lanzadores de Hachas
Torsion Engines,,15,Torsionsgeschütze,Motori di torsione,Mecanismos de Torsión
Towers garrison,,15,Türme beherbergen,Presidio nelle torri,Las Torres guarecen
Transport Ships,,15,Transportschiffe,Navi da trasporto,Barcos de Transporte
Treadmill Crane,,15,Baukran,Argano,Grúa
Archery Ranges,,14,Schießanlagen,Aree di tiro con l'arco,Galerías de Tiro con Arco
Barracks units,,14,Kasernen-Einheiten,Unità degli alloggiamenti,unidades del Cuartel
Battering Rams,,14,Rammböcke,Arieti,Arietes
better armored,,14,besser gepanzert,meglio corazzati/e,mejor acorazado
Block Printing,,14,Blockdruck,Stampa a caratteri fissi,Letras de Imprenta
Bombard Cannon,,14,Belagerungskanone,Bombarda,Cañón de Asedio
Bombard Towers,,14,Kanonentürme,Torri con bombarda,Torres de Bombardeo
Building Armor,,14,Gebäudepanzer,Corazza da costruzione,Armadura de Edificio
Byzantine ally,,14,Byzantiner im Team,Alleato bizantino,Aliado Bizantino
Cannon Galleon,,14,Kriegsgaleone,Galeone armato,Galeón Artillado
carry capacity,,14,Kapazität,capacità di trasporto,capacidad de transporte
Cavalry Archer,,14,Ber. Bogenschütze,Arciere a cavallo,Arquero a Caballo
cheap infantry,,14,billige Infanterie,fanteria economica,infantería barata
Double-Bit Axe,,14,Doppelschn. Axt,Ascia bipenne,Hacha de Doble Filo
Eagle Warriors,,14,Adlerkrieger,Guerrieri aquila,Guerreros Águila
Elite Arambais,,14,Elite-Arambais,Arambai d'élite,Arambais de Élite
Elite Berserks,,14,Elite-Berserker,Berserk d'élite,Berserkers de Élite
Elite Caravels,,14,Elite-Karavellen,Caravelle d'élite,Caravelas de Élite
Elite Genitour,,14,Elite-Jinete,Genitour d'élite,Genitor de Élite
Elite Huskarls,,14,Elite-Huskarle,Samurai,Huscarles de Élite
Elite Kamayuks,,14,Elite-Kamayuks,Kamayuk d'élite,Kamayuks de Élite
Elite Longboat,,14,Elite-Drachenboot,Barcaccia d'élite,Barco Dragón de Élite
Elite Mameluke,,14,Elite-Mamelucke,Mamelucco d'élite,Mameluco de Élite
Elite Mangudai,,14,Elite-Mangudai,Mangudai d'élite,Mangudai de Élite
Elite Samurais,,14,Elite-Samurais,Samurai d'élite,Samurais de Élite
Ethiopian ally,,14,Äthiopier im Team,Alleato etiope,Aliado etíope
Fast Fire Ship,,14,Schnelle Feuer-Trireme,Nave incendiaria veloce,Brulote Rápido
For all arrows,,14,Für alle Pfeile,Valido per tutte le frecce,Para todas las flechas
Fortified Wall,,14,Befestigter Wall,Mura fortificate,Muralla Fortificada
garrison space,,14,Kapazität,di spazio presidiabile,espacio de guarnición
hand cannoneer,,14,Leichter Kanonier,Cannoniere,artillero manual
Hand Cannoneer,,14,Leichter Kanonier,Cannoniere,Artillero Manual
Heavy Scorpion,,14,Schwerer Skorpion,Balestra pesante,Escorpión Pesado
Imperial Camel,,14,Imperialer Kamelreiter,Cammello imperiale,Camello Imperial
Jaguar Warrior,,14,Jaguarkrieger,Guerriero giaguaro,Guerrero Jaguar
like Villagers,They are like villagers,14,wie Dorfbewohner,come gli abitanti,como los Aldeanos
Long Swordsman,,14,Langschwertkämpfer,Guerriero a spada lunga,Espadachín de Espada Larga
Long Swordsmen,,14,Langschwertkämpfer,Guerrieri a spada lunga,Espadachines de Espada Larga
Magyar Huszars,,14,Ungarische Husaren,Ussari magiari,Huszáres Magiares
Military units,,14,Militäreinheiten,Unità militari,Unidades militares
movement speed,,14,Geschw.,velocità di movimento,velocidad de movimiento
Plumed Archers,,14,Federpfeilschützen,Arcieri piumati,Arqueros de Plumas
Rattan Archers,,14,Rattanbogenschützen,Arciere con rattan,Arqueros de Ratán
Resources last,20% longer,14,Ressourcen halten,Le risorse durano il,Los recursos duran un
Shotel Warrior,,14,Shotelkrieger,Guerriero con shotel,Shotelai
Siege Workshop,,14,Waffenschmiede,Laboratorio d'assedio,Taller de Maquinaria de Asedio
Tower upgrades,,14,Turm-Entwicklungen,Potenziamenti delle torri,Mejoras de Torres
trained faster,,14,schneller ausgebildet,creati più velocemente,entrenado más rápido
Transport Ship,,14,Transportschiff,Nave da trasporto,Barco de Transporte
with Logistica,,14,mit Logistik,con logistica,con Logística
<Piercearmor>,Leave this row unchanged,13,<Piercearmor>,<Piercearmor>,<Piercearmor>
anti-Elephant,,13,anti-Elefanten,anti-elefanti,anti-Elefante
anti-Ship dmg,,13,anti-Schiff Schd.,danno anti-navi,daño anti-Barcos
Archery Range,,13,Schießanlage,Area di tiro con l'arco,Galería de Tiro con Arco
Base capacity,,13,Ladekapazität,Capacità di base,Capacidad base
Battering Ram,,13,Rammbock,Ariete,Ariete
Berserkergang,,13,Berserkergang,Berserkergang,Banda de Guerreros en Trance
Blast Furnace,,13,Schmelzofen,Fornace,Alto Horno
Bombard Tower,,13,Kanonenturm,Torre con bombarda,Torre de Bombardeo
Camel Archers,,13,Kamel-Bogenschützen,Arcieri a cammello,Camellos Arqueros
Can cut trees,,13,Können Bäume fällen,Può abbattere gli alberi,Pueden cortar árboles
can cut trees,,13,können Bäume fällen,può abbattere gli alberi,pueden cortar árboles
cavalry siege,,13,Kavallerie-Belagerungswaffe,Unità da assedio su cavalcatura,arma de asedio de caballería
Conquistadors,,13,Konquistadoren,Conquistador,Conquistadores
creation time,,13,erschaffen,Tempo di creazione,Tiempo de creación
Creation time,,13,Braucht,tempo di creazione,tiempo de creación
Crenellations,,13,Zinnen,Merli,Almenas
Crop Rotation,,13,Dreifelderwirtsch.,Rotazione delle colture,Rotación de Cultivos
Eagle Warrior,,13,Adlerkrieger,Guerriero aquila,Guerrero Águila
Elite Arambai,,13,Elite-Arambai,Arambai d'élite,Arambai de Élite
Elite Berserk,,13,Elite-Berserker,Berserk d'élite,Berserk de Élite
Elite Caravel,,13,Elite-Karavelle,Caravella d'élite,Caravela de Élite
Elite Huskarl,,13,Elite-Huskarl,Huskarl d'élite,Huscarle de Élite
Elite Kamayuk,,13,Elite-Kamayuk,Kamayuk d'élite,Kamayuk de Élite
Elite Samurai,,13,Elite-Samurai,Samurai d'élite,Samurái de Élite
Elite Tarkans,,13,Elite-Tarkane,Tarkan d'élite,Tarcanos de Élite
Farmers carry,,13,Bauern tragen,I fattori trasportano,Los Granjeros llevan
Farms produce,,13,Felder produzieren,Le fattorie producono,Las Granjas producen
Fishing Ships,,13,Fischkutter,Navi da pesca,Pesqueros
Furor Celtica,,13,Keltischer Zorn,Furore celtico,Furor Celta
healing range,,13,Heil-Reichweite,distanza di guarigione,alcance de curación
hunters carry,,13,Jäger tragen,i cacciatori trasportano,los cazadores llevan
Japanese ally,,13,Japaner im Team,Alleato giapponese,Aliado japonés
Light Cavalry,,13,Leichte Kavallerie,Cavalleria leggera,Caballería Ligera
line of sight,,13,Sicht,campo visivo,linea de visión
Line of sight,,13,Sicht,Campo visivo,Linea de visión
Magyar Huszar,,13,Ungarischer Husar,Ussaro magiaro,Huszár Magiar
Mangonel-line,,13,Mangen-Linie,Mangani e onagri,Línea del Magonel
Mounted units,,13,Berittene Einheiten,Unità su cavalcature,Unidades Montadas
of normal dmg,50% of normal damage,13,des normalen Schadens,del danno normale,del daño normal
Palisade Gate,,13,Palisadentor,Cancello di palizzata,Portón de Empalizada
Palisade Wall,,13,Palisadenwall,Cinta a palizzata,Empalizada
Pierce Attack,,13,Fernkampf-Angriff,Attacco a distanza,Ataque de Proyectil
Plumed Archer,,13,Federpfeilschütze,Arciere piumato,Arquero de Plumas
Rattan Archer,,13,Rattan-Bogeschütze,Arciere con rattan,Arquero de Ratán
Research time,,13,Forschungszeit,Tempo di sviluppo,Tiempo de desarrollo
Scout Cavalry,,13,Berittener Späher,Esploratore a cavallo,Caballería de Exploración
Siege Onagers,,13,Belagerungsonager,Onagri da assedio,Onagros de Asedio
Siege Weapons,,13,Belagerungswaffen,Unità da assedio,Armas de Asedio
Spies/Treason,,13,Spione/Verrat,Spie/tradimento,Espías/Traición
Stone Defense,"Walls&Towers, not Castles",13,Steinbauten,Difese in pietra,Defensas de Piedra
Thalassocracy,,13,Thalassokratie,Talassocrazia,Talasocracia
Unique Units:,,13,Spezialeinheiten:,Unità riservate:,Unidades Únicas:
Upgrades your,... type of unit,13,Verbessert deine,Potenzia la/le/i/gli,Mejora tus
War Elephants,,13,Kriegselefanten,Elefanti da guerra,Elefantes de Guerra
1 dmg arrows,,12,Pfeile mit 1 Schaden,frecce da 1 danno,Flechas de 1 punto de daño
Andean Sling,,12,Andenschleuder,Fionda andina,Huaracas
anti-Cavalry,,12,anti-Kavallerie,anti-cavalleria,anti-Caballería
anti-Ram dmg,,12,anti-Rammen Schaden,danno anti-arieti,daño anti-Arietes
Architecture,,12,Architektur,Architettura,Arquitectura
at Monastery,,12,im Kloster,presso il monastero,en el Monasterio
Attack delay,,12,Angr.-Verz.,Ritardo di attacco,demora de Ataque
Blast damage,,12,Flächenschaden,Danno ad area,Daño de área
Blast Radius,,12,Schadensradius,Raggio di attacco ad area,Radio de Explosión
blast radius,,12,Schadensradius,raggio di attacco ad area,radio de explosión
Bodkin Arrow,,12,Bodkin-Pfeil,Freccia con punta di metallo,Flecha de Punzón
Camel Archer,,12,Kamel-Bogenschütze,Arciere a cammello,Camello Arquero
Camel troops,,12,Kameltruppen,Le unità a cammello,Las tropas a camello
Chinese ally,,12,Chinese im Team,Alleato cinese,Aliado Chino
Conquistador,,12,Konquistador,Conquistador,Conquistador
Conscription,,12,Wehrpflicht,Reclutamento,Leva
cost no gold,,12,kosten kein Gold,non costano oro,no cuesta oro
Eagle Scouts,,12,Adlerspäher,Esploratori aquila,Exploradores Águila
Elite Boyars,,12,Elite-Bojare,Boiardi d'élite,Boyardos de Élite
Elite Gbetos,,12,Elite-Gbetos,Gbeto d'élite,Gbetos de Élite
Elite Tarkan,,12,Elite-Tarkan,Tarkan d'élite,Tarcano de Élite
except Farms,,12,außer Felder,escluse le fattorie,excepto granjas
extra arrows,,12,extra Pfeile,ulteriori frecce,flechas extra
Fire Galleys,,12,Feuer-Galeeren,Galee incendiarie,Galeotas Incendiarias
Fishing Ship,,12,Fischkutter,Nave da pesca,Pesquero
Foot Archers,,12,Bogenschützen,Arcieri a piedi,Arqueros a Pie
Garland Wars,,12,Blumenkriege,Guerre delle ghirlande,Guerras Florales
Guard Towers,,12,Wachtürme,Torri di guardia,Torres de Vigilancia
Heavy Camels,,12,Schwere Kamelreiter,Cammelli corazzati,Camellos con Armadura
Horse Collar,,12,Brustgeschirr,Giogo per cavallo,Collera
Illumination,,12,Illumination,Illuminazione,Iluminación
Imperial Age,,12,Imperialzeit,Età imperiale,Edad Imperial
Iron Casting,,12,Eisengießen,Metallurgia,Fundición de Hierro
mounted monk,,12,berittener Mönch,monaco a cavallo,monje montado
Murder Holes,,12,Mörderlöcher,Feritoie,Matacanes
Persian ally,,12,Perser im Team,Alleato persiano,Aliado persa
Pierce Armor,,12,Fernkampfpanzer,Corazza per armi da lancio,Armadura Antiproyectil
Repair costs,,12,Reparaturkosten,Riparare costa,Costes de reparación
require Mill,,12,brauchen Mühle,necessario mulino,requiere Molino
Required for,"...fast fire ships, demo ships",12,Benötigt für,Necessario per,Necesario para
Saracen ally,,12,Sarazene im Team,Alleato saraceno,Aliado sarraceno
Self-healing,,12,Selbst-heilend,Auto-guarigione,Auto-curador
Siege Onager,,12,Belagerungsonager,Onagro da assedio,Onagro de Asedio
Stable units,,12,Stall-Einheiten,Unità della scuderia,Unidades del Establo
Stone miners,,12,Steinhauer,Cavatori,Canteros
Stone Mining,,12,Steinabbau,Estrazione della pietra,Explotación de Canteras
Technologies,,12,Technologien,Tecnologie,Tecnologías
Town Centers,,12,Dorfzentren,Centri città,Centros Urbanos
Turtle Ships,,12,Schildkrötens.,Testuggini marine,Barcos Tortuga
Unique Unit:,,12,Spezialeinheit:,Unità riservata:,Unidad Única:
Unique Units,,12,Spezialeinh.,Unità riservate,Unidades Únicas
War Elephant,,12,Kriegselefant,Elefante da guerra,Elefante de Guerra
Watch Towers,,12,Beobachtungstürme,Torri di osservazione,Torres de Guardia
Woad Raiders,,12,Freischärler,Predoni del guado,Invasores de Pastos
anti-Turtle,,11,anti-Schildkröten,anti-testuggine,anti-Tortuga
Archer-line,,11,Bogenschütze-Linie,Arcieri e balestrieri,Línea de unidades del Arquero
are created,created ..% faster,11,erschaffen,sono create con,son creadas
Bearded Axe,,11,Bartaxt,Ascia lunga,Hacha de Arista
Boiling Oil,,11,Siedendes Öl,Olio bollente,Barbacana
Briton ally,,11,Brite im Team,Alleato britanno,Aliado Inglés
Capped Rams,,11,Sturmböcke,Arieti coperti,Arietes Cubiertos
Cartography,,11,Kartografie,Cartografia,Cartografía
Cataphracts,,11,Gepanzerte Reiter,Catafratti,Catafractas
Condottiero,,11,Condottiere,Condottiero,Condotiero
Crossbowman,,11,Armbrustschütze,Balestriere,Ballestero
Crossbowmen,,11,Armbrustschützen,Balestrieri,Ballesteros
Eagle Scout,,11,Adlerspäher,Esploratore aquila,Explorador Águila
Elite Boyar,,11,Elite-Bojar,Boiardo d'élite,Boyardo de Élite
Elite Gbeto,,11,Elite-Gbeto,Gbeto d'élite,Gbeto de Élite
except Rams,,11,außer Rammen,esclusi gli arieti,excepto Arietes
Fire Galley,,11,Feuer-Galeere,Galea incendiaria,Galeota Incendiaria
Forced Levy,,11,Zwangsrekrutierung,Leva obbligatoria,Leva en Masa
Gold miners,,11,Goldgräber,Minatori,Mineros
Gold Mining,,11,Goldabbau,Estrazione dell'oro,Minería Aurífera
Guard Tower,,11,Wachturm,Torre di guardia,Torre de Vigilancia
Halberdiers,,11,Hellebardiere,Alabardieri,Alabarderos
Heated Shot,,11,Glühendes Geschoss,Proiettile incendiario,Disparo al Rojo
Heavy Camel,,11,Schwerer Kamelreiter,Cammello corazzato,Camello con Armadura
in Barracks,,11,in Kasernen,negli alloggiamenti,en el Cuartel
Indian ally,,11,Inder im Team,Alleato indiano,Aliado indio
Inquisition,,11,Inquisition,Inquisizione,Inquisición
Janissaries,,11,Janitschare,Giannizzeri,Jenízaros
Korean ally,,11,Korea im Team,Alleato coreano,Aliado coreano
Lumber Camp,,11,Holzfällerlager,Falegnameria,Campamento Maderero
Lumberjacks,,11,Holzfäller,Taglialegna,Leñadores
Magyar ally,,11,Ungar im Team,Alleato magiaro,Aliado magiar
Malian ally,,11,Malier im Team,Alleato maliano,Aliado Malí
Man-at-Arms,,11,Schwertkämpfer,Fanteria scelta,Hombre de Armas
Melee Armor,,11,Nahkampfpanzer,Corazza da corpo a corpo,Armadura de Melé
Men-at-Arms,,11,Schwertkämpfer,Fanteria scelta,Hombres de Armas
Mercenaries,,11,Söldner,Mercenari,Mercenarios
Mining Camp,,11,Bergarbeiterlager,Area mineraria,Campamento Minero
Mongol ally,,11,Mongole im Team,Alleato mongolo,Aliado Mongol
Onager-line,,11,Onager-Linie,"Mangani, onagri",Línea del Onagro
Paper Money,,11,Papiergeld,Banconota,Papel Moneda
Recurve Bow,,11,Recurvebogen,Arco ricurvo,Arco Recurvo
Reload time,,11,Ladezeit,Tempo di ricarica,Tiempo de recarga
Royal Heirs,,11,Königliche Erben,Eredi reali,Centralización
Second bolt,,11,Zweiter Bolzen,Secondo dardo,Segundo virote
Siege Tower,,11,Belagerungsturm,Torre da assedio,Torre de Asedio
Skirmishers,,11,Plänkler,Fanteria leggera,Guerrilleros
Stone Walls,,11,Steinwälle,Mura di pietra,Muros de Piedra
Team Bonus:,,11,Teambonus:,Bonus squadra:,Bonus de Equipo:
Town Center,,11,Dorfzentrum,Centro città,Centro Urbano
Town Patrol,,11,Stadtpatrouille,Ronda cittadina,Patrulla Urbana
Trade Carts,,11,Marktkarren,Carri da carico,Carretas de Mercancías
Trade units,,11,Handelseinheiten,Unità commerciali,Unidades Comerciales
Turtle Ship,,11,Schildkrötenschiff,Testuggine marina,Barco Tortuga
Tusk Swords,,11,Stoßzahnschwerter,Zanne armate,Colmillos de Acero
Two-Man Saw,,11,Zwei-Mann-Säge,Sega da taglialegna,Sierra a Dos
UT+Dry Dock,,11,ST+Trockendock,tecn. ris. + bac. caren.,TU+Dique Seco
War Galleys,,11,Kriegsgaleeren,Galee da guerra,Galeras de Guerra
Watch Tower,,11,Beobachtungsturm,Torre di osservazione,Torre de Guardia
Wheelbarrow,,11,Schubkarre,Carriola,Carretilla
Woad Raider,,11,Freischärler,Predone del guado,Invasor de Pastos
<garrison>,Leave this row unchanged,10,<garrison>,<garrison>,<garrison>
Advance to,,10,Fortschreiten zur,Passa all',Avanzar a
anti-Camel,,10,anti-Kamel,anti-cammelli,anti-Camellos
anti-Siege,,10,anti-Bel.waffen,anti-assedio,anti-Armas de Asedio
Arrowslits,,10,Schießscharten,Feritoie (torri),Aspillera en Cruz
Ballistics,,10,Ballistik,Balistica,Balística
Blacksmith,,10,Schmiede,Fabbro,Herrería
Bloodlines,,10,Zuchtauswahl,Purosangue,Pureza de Sangre
Capped Ram,,10,Sturmbock,Ariete coperto,Ariete Cubierto
Castle Age,,10,Ritterzeit,Età dei castelli,Edad de los Castillos
Cataphract,,10,Gepanzerter Reiter,Catafratto,Catafracta
Chieftains,,10,Stammesführer,Capitani,Hérsires
Chu Ko Nus,,10,Chu Ko Nus,Chu Ko Nu,Chu Ko Nus
Dock techs,,10,Hafen-Techs,Le tecnologie del porto,Tecnologías del Muelle
Ele Archer,Abbreviation for Elephant Archer,10,Ele-Bogensch.,Arc. su elefante,Ele Arquero
even empty,,10,sogar leer,anche se non presidiato,incluso vacío
Feudal Age,,10,Feudalzeit,Età feudale,Edad Feudal
Fire Ships,,10,Feuer-Triremen,Navi incendiarie,Brulotes
Fish Traps,,10,Reusen,Trappole per pesci,Trampas para Peces
Frank ally,,10,Franke im Team,Alleato franco,Aliado franco
Great Wall,,10,Große Mauer,Grande muraglia,Gran Muralla
Greek Fire,,10,Griechisches Feuer,Fuoco greco,Fuego Griego
Halberdier,,10,Hellebardier,Alabardiere,Alabardero
heal speed,,10,Heilrate,velocità di guarigione,velocidad de curación
Heavy Plow,,10,Schwerer Pflug,Aratro pesante,Arado Pesado
hit points,,10,Lebenspunkte,punti vita,puntos de resistencia
instead of,,10,statt,invece di,en lugar de
Kataparuto,,10,Kataparuto,Kataparuto,Kataparuto
Longbowman,,10,Langbogenschütze,Arciere con arco lungo,Arquero de Tiro Largo
Longbowmen,,10,Langbogenschützen,Arcieri con arco lungo,Arqueros de Tiro Largo
main arrow,,10,erster Pfeil,freccia principale,flecha principal
Missionary,,10,Missionar,Missionario,misioneros
Organ Guns,,10,Orgelkanonen,Organi,Cañones de Salvas
per attack,,10,pro Angriff,per attacco,por ataque
population,,10,Bevölkerung,di popolazione,población
Redemption,,10,Erlösung,Redenzione,Redención
regenerate,,10,regenerieren,rigenerano i punti vita,regenera
Scout-Line,,10,Späher-Linie,Esploratori e suoi potenziamenti,Línea de la Caballería de Exploración
Shinkichon,,10,Shinkichon,Shinkichon,Shinkichon
Shipwright,,10,Schiffbauer,Carpenteria navale,Carpintero Naval
shore fish,,10,Küstenfische,pesce costiero,peces de costa
Siege Eng.,Abbreviation for Siege Engineers,10,Belagerungsing.,Gen. d'assedio,Ing. de Asedio
Siege Rams,,10,Belagerungsrammen,Arieti da assedio,Arietes de Asedio
Skirmisher,,10,Plänkler,Fanteria leggera,Guerrillero
Spear-line,,10,Speere,Lancieri e suoi potenziamenti,Línea del Lancero
Start with,,10,Starten mit,Iniziano con,Comienzan con
Stone Wall,,10,Steinwall,Mura di pietra,Muro de Piedra
Stronghold,,10,Festung,Fortezza,Bastión
Thumb Ring,,10,Daumenring,Anello,Dactilera
Town Watch,,10,Stadtwache,Guardia cittadina,Guardia Urbana
Trade Cart,,10,Marktkarren,Carro da carico,Carreta de Mercancías
Trade Cogs,,10,Handelskoggen,Navi da carico,Urcas Mercantes
Trebuchets,,10,Triboke,Trabucchi,Trebuchets
University,,10,Universität,Università,Universidad
Upgrade to,,10,Weiterentwickeln zu,Potenzia in,Mejora a
War Galley,,10,Kriegsgaleere,Galea da guerra,Galera de Guerra
War Wagons,,10,Kriegswägen,Carri da guerra,Carretas de Guerra
All units,,9,Alle Einheiten,Tutte le unità,Todos
anti-Ship,,9,anti-Schiff,anti-navi,anti-Barcos
Arbalests,,9,Arbalestenschützen,Balestrieri scelti,Arbalestas
Artillery,,9,Artillerie,Artiglieria,Artillería
Atonement,,9,Sühne,Conversione,Expiación
blast dmg,,9,Flächenschaden,Danno ad area,daño de área
Buildings,,9,Gebäude,Costruzioni,Edificios
Careening,,9,Kielholen,Carenaggio,Carenado
Cavaliers,,9,Chevaliere,Cavalieri scelti,Caballeros
Celt ally,,9,Kelte im Team,Alleato celto,Aliado Celta
Champions,,9,Elitekämpfer,Campioni,Campeones
Chemistry,,9,Chemie,Chimica,Química
Chu Ko Nu,,9,Chu Ko Nu,Chu Ko Nu,Chu Ko Nu
deep fish,,9,Tiefseefisch,pesce di profondità,peces de agua profunda
Demo Ship,,9,Brander,Nave da demolizione,Buque de Demo
El Dorado,,9,El Dorado,El Dorado,El Dorado
Elephants,,9,Elefanten,Unità su elefante,Elefantes
extra dmg,,9,extra Schaden,ulteriore danno,daño extra
Fire Ship,,9,Feuer-Trireme,Nave incendiaria,Brulote
Fish Trap,,9,Reuse,Trappola per pesci,Trampa para Peces
Fisherman,,9,Fischer,Pescatore,Pescador
Fishermen,,9,Fischer,Pescatori,Pescadores
Fletching,,9,Befiederung,Impennaggio,Emplumado de Flechas
Genitours,,9,Ginetes,Genitour,Genitores
Goth ally,,9,Gote im Team,Alleato gotico,Aliado godo
Gunpowder,,9,Schießpulver,Unità con polvere da sparo,Pólvora
Hand Cart,,9,Handkarren,Carretto a mano,Carro de Mano
Hoardings,,9,Wehrgänge,Palizzate,Ladroneras
Husbandry,,9,Pferdehaltung,Allevamento,Ganadería
Janissary,,9,Janitschar,Giannizzero,Jenízaro
Logistica,,9,Logistik,Logistica,Logística
Longboats,,9,Drachenboote,Barcacce,Barcos Dragón
Mamelukes,,9,Mamelucken,Mamelucchi,Mamelucos
Mangonels,,9,Mangen,Mangani,Mangoneles
Mangudais,,9,Mangudais,Mangudai,Mangudais
Marauders,,9,Marodeure,Predoni,Razias
Monastery,,9,Kloster,Monastero,Monasterio
Organ Gun,,9,Orgelkanone,Organo,Cañón de Salvas
Orthodoxy,,9,Orthodoxie,Ortodossia,Ortodoxia
Panokseon,,9,Panokseon,Panokseon,Panokseon
Perfusion,,9,Mobilität,Mobilitazione,Movilización
Scorpions,,9,Skorpione,Balestre,Escorpiones
Shepherds,...% faster,9,Schäfer,Pastori,Los Pastores son un
Siege Ram,,9,Belagerungsramme,Ariete da assedio,Ariete de Asedio
Silk Road,,9,Seidenstraße,Via della seta,Ruta de la Seda
Supremacy,,9,Überlegenheit,Supremazia,Supremacía
Theocracy,,9,Theokratie,Teocrazia,Teocracia
Trade Cog,,9,Handelskogge,Nave da carico,Urca Mercante
Trebuchet,,9,Tribok,Trabucco,Trebuchet
Turk ally,,9,Türke im Team,Alleato turco,Aliado turco
Villagers,,9,Dorfbewohner,Abitanti,Aldeanos
War Wagon,,9,Kriegswagen,Carro da guerra,Carreta de Guerra
wild boar,,9,Wildschwein,i cinghiali,jabalí salvaje
work rate,,9,Arbeitsgeschwindigkeit,velocità di lavoro,tasa de trabajo
<attack>,Leave this row unchanged,8,<attack>,<attack>,<attack>
accuracy,,8,Präzision,precisione,puntería
Accuracy,,8,Präzision,Precisione,Puntería
Arambais,,8,Arambais,Arambai,Arambais
Arbalest,,8,Arbalestenschütze,Balestriere scelto,Arbalesta
Arquebus,,8,Arkebuse,Archibugio,Arcabuz
Barracks,,8,Kasernen,Alloggiamenti,Cuartel
Berserks,,8,Berserker,Berserk,Berserks
Builders,,8,Bauarbeiter,Costruttori,Constructores
Caravels,,8,Karavellen,Caravelle,Caravelas
Cavalier,,8,Chevalier,Cavaliere scelto,Caballero
Champion,,8,Elitekämpfer,Campione,Campeón
Chivalry,,8,Rittertum,Cavalleria,Código Caballeresco
Contains,,8,Enthält,Contiene,Contiene
Couriers,,8,Kuriere,Corrieri,Postas
Druzhina,,8,Druschina,Druzhina,Druzhina
Dry Dock,,8,Trockendock,Bacino di carenaggio,Dique Seco
Feitoria,,8,Feitoria,Feitoria,Factoría
Foragers,,8,Sammler,Raccoglitori,Recolectores
Galleons,,8,Galleonen,Galeoni,Galeones
generate,,8,generieren,generano,generar
Genitour,,8,Ginete,Genitour,Genitor
Gillnets,,8,Stellnetze,Reti da posta,Red Agallera
Hun ally,,8,Hunne im Team,Alleato unno,Aliado huno
Huskarls,,8,Huskarle,Huskarl d'élite,Huscarles
Infantry,,8,Infanterie,Unità di fanteria,Infantería
Ironclad,,8,Panzerung,Rivestimento di ferro,Blindaje
Kamayuks,,8,Kamayuks,Kamayuk,Kamayuks
Longboat,,8,Drachenboot,Barcaccia,Barco Dragón
Madrasah,,8,Madrasa,Madrasah,Madraza
Mameluke,,8,Mamelucke,Mamelucco,Mameluco
Mangonel,,8,Mange,Mangano,Magonel
Mangudai,,8,Mangudai,Mangudai,Mangudai
Militias,,8,Milizsoldaten,Milizia,Milicias
Outposts,,8,Außenposten,Avamposti,Puestos Avanzados
Paladins,,8,Paladine,Paladini,Paladines
produces,,8,produziert,produce,produce
